customer_id,acquisition_date,acquisition_channel,platform,campaign_name,ad_set_name,ad_name,age_band,gender,hk_district,language_pref,plan_type,plan_category,monthly_arpu_hkd,contract_months,cross_sell_broadband,cross_sell_entertainment,cross_sell_device_financing,monthly_total_revenue_hkd,status,months_active,churn_date,realized_revenue_hkd,projected_ltv_24mo_hkd
CUST100202,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Tuen Mun,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100203,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,North,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100204,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wan Chai,English,5G_Gamer_Unlimited,subscription,348,24,Y,N,Y,796,churned,1,2025-12-14,796,796
CUST100205,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Kowloon City,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100206,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Sham Shui Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100207,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Central & Western,English,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100208,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Eastern,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100209,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wan Chai,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100210,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Eastern,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100211,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sham Shui Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,N,Y,796,active,5,,3980,24835.0
CUST100212,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,North,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100213,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Yau Tsim Mong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,N,N,546,churned,2,2026-01-03,1092,1092
CUST100214,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tuen Mun,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100215,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Kwun Tong,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100216,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Islands,English,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100217,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Wong Tai Sin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,N,N,546,active,5,,2730,17035.0
CUST100218,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Kwai Tsing,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100219,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Tuen Mun,English,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,churned,4,2026-03-05,1704,1704
CUST100220,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Wong Tai Sin,English,5G_Single_Standard,subscription,298,24,N,N,N,298,churned,1,2025-12-04,298,298
CUST100221,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sham Shui Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100222,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kwai Tsing,Mandarin,5G_Single_Premium,subscription,488,24,N,Y,N,566,active,5,,2830,17659.0
CUST100223,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Tuen Mun,English,5G_Gamer_Unlimited,subscription,348,24,Y,Y,N,624,churned,4,2026-03-10,2496,2496
CUST100224,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sai Kung,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100225,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Yau Tsim Mong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100226,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wong Tai Sin,Mandarin,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100227,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wong Tai Sin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100228,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Southern,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100229,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Tuen Mun,Cantonese,5G_Single_Premium,subscription,488,24,N,Y,N,566,churned,3,2026-02-01,1698,1698
CUST100230,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Kwai Tsing,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,churned,1,2025-12-05,348,348
CUST100231,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Sha Tin,Mandarin,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100232,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Kwun Tong,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,churned,1,2025-12-13,348,348
CUST100233,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Sham Shui Po,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100234,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Tuen Mun,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100235,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sha Tin,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100236,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wan Chai,English,5G_Gamer_Unlimited,subscription,348,24,Y,N,N,546,active,5,,2730,17035.0
CUST100237,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,North,English,5G_Single_Premium,subscription,488,24,Y,Y,Y,1014,churned,1,2025-12-04,1014,1014
CUST100238,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Tuen Mun,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100239,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Wan Chai,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100240,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Sai Kung,English,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,churned,2,2026-01-10,852,852
CUST100241,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Wong Tai Sin,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100242,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,35-44,male,Kowloon City,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100243,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,North,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100244,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Tai Po,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100245,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wong Tai Sin,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,churned,2,2026-01-02,596,596
CUST100246,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Tuen Mun,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100247,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tuen Mun,English,5G_Single_Premium,subscription,488,24,Y,N,N,686,churned,3,2026-02-04,2058,2058
CUST100248,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Kowloon City,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,churned,4,2026-03-02,1392,1392
CUST100249,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Yuen Long,English,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100250,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Sai Kung,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,Y,Y,874,churned,1,2025-12-05,874,874
CUST100251,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tai Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100252,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sham Shui Po,English,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100253,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wong Tai Sin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100254,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Sai Kung,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,churned,1,2025-12-01,348,348
CUST100255,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kwai Tsing,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100256,2025-11-13,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tuen Mun,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100257,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Tuen Mun,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100258,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kwai Tsing,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100259,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Tai Po,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100260,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Central & Western,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100261,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Southern,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100262,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Central & Western,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100263,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Wan Chai,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100264,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Tsuen Wan,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100265,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Eastern,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,Y,Y,874,active,5,,4370,27269.0
CUST100266,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sha Tin,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100267,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kwun Tong,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100268,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,35-44,male,Yau Tsim Mong,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100269,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Sham Shui Po,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100270,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,35-44,male,Central & Western,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100271,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Yuen Long,Mandarin,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100272,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Kwun Tong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100273,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Eastern,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100274,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Tuen Mun,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100275,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Central & Western,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100276,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Yuen Long,English,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100277,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,North,English,5G_Gamer_Unlimited,subscription,348,24,Y,N,N,546,active,5,,2730,17035.0
CUST100278,2025-11-01,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Central & Western,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100279,2025-11-03,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Kowloon City,English,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100280,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Wan Chai,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100281,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Kwun Tong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100282,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Wong Tai Sin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100283,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,female,Wan Chai,Mandarin,5G_Single_Premium,subscription,488,24,N,Y,N,566,churned,3,2026-02-03,1698,1698
CUST100284,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Tsuen Wan,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100285,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Tsuen Wan,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100286,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Wong Tai Sin,Mandarin,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,churned,3,2026-02-09,1278,1278
CUST100287,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Wan Chai,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,Y,598,active,5,,2990,18658.0
CUST100288,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Sai Kung,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100289,2025-11-02,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Sai Kung,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100290,2025-11-06,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Central & Western,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,churned,2,2026-01-05,852,852
CUST100291,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Sha Tin,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100292,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Kwai Tsing,Mandarin,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100293,2025-11-10,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Tuen Mun,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100294,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Central & Western,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100295,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Sai Kung,English,5G_Single_Premium,subscription,488,24,N,N,N,488,churned,2,2026-01-07,976,976
CUST100296,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_LookalikeChurnedYouth,UnlimitedGaming_Streamer_UGC_Edit,25-34,female,Southern,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
